n,P_approx_2_alter(2.3.n)
3606,0.262081
3607,0.258702
3608,0.271317
3609,0.269112
3610,0.272978
3611,0.266901
3612,0.272584
3613,0.257941
3614,0.262374
3615,0.278514
3616,0.260955
3617,0.272622
3618,0.249500
3619,0.266851
3620,0.265908
3621,0.264382
3622,0.263387
3623,0.263268
3624,0.266457
3625,0.263748
3626,0.261626
3627,0.261361
3628,0.268669
3629,0.264306
3630,0.264392
3631,0.271510
3632,0.267827
3633,0.261823
3634,0.267021
3635,0.260710
3636,0.271701
3637,0.271241
3638,0.282050
3639,0.274373
3640,0.253120
3641,0.262274
3642,0.269334
3643,0.272228
3644,0.266126
3645,0.264777
3646,0.267141
3647,0.268305
3648,0.271462
3649,0.270726
3650,0.272341
3651,0.264346
3652,0.280004
3653,0.276349
3654,0.269062
3655,0.268618
3656,0.266768
3657,0.269188
3658,0.271668
3659,0.269887
3660,0.265821
3661,0.272238
3662,0.267911
3663,0.261579
3664,0.273491
3665,0.264186
3666,0.266912
3667,0.263700
3668,0.270101
3669,0.263327
3670,0.267476
3671,0.267377
3672,0.267775
3673,0.256644
3674,0.263204
3675,0.258860
3676,0.263180
3677,0.268084
3678,0.266638
3679,0.263683
3680,0.261270
3681,0.268076
3682,0.267225
3683,0.272207
3684,0.255105
3685,0.262035
3686,0.269373
3687,0.263813
3688,0.272377
3689,0.273141
3690,0.262696
3691,0.261191
3692,0.267852
3693,0.262973
3694,0.267197
3695,0.274826
3696,0.268091
3697,0.264167
3698,0.270472
3699,0.272055
3700,0.270101
3701,0.274201
3702,0.260972
3703,0.266172
3704,0.273909
3705,0.265992
3706,0.270314
3707,0.258961
3708,0.266178
3709,0.256889
3710,0.270111
3711,0.265708
3712,0.263514
3713,0.269070
3714,0.267725
3715,0.268566
3716,0.262890
3717,0.267762
3718,0.268076
3719,0.263073
3720,0.264962
3721,0.274301
3722,0.262984
3723,0.272713
3724,0.268764
3725,0.260660
3726,0.271316
3727,0.276816
3728,0.265364
3729,0.270601
3730,0.270899
3731,0.271810
3732,0.270103
3733,0.270494
3734,0.258567
3735,0.263286
3736,0.261270
3737,0.267633
3738,0.271331
3739,0.266481
3740,0.262442
3741,0.267203
3742,0.274918
3743,0.259186
3744,0.260180
3745,0.259541
3746,0.277393
3747,0.263933
3748,0.267539
3749,0.267760
3750,0.264817
3751,0.261703
3752,0.280709
3753,0.272955
3754,0.265346
3755,0.260961
3756,0.267277
3757,0.266724
3758,0.272046
3759,0.267919
3760,0.252596
3761,0.270899
3762,0.266265
3763,0.281071
3764,0.261094
3765,0.273757
3766,0.264140
3767,0.274095
3768,0.266462
3769,0.271983
3770,0.272475
3771,0.262917
3772,0.266334
3773,0.267563
3774,0.267776
3775,0.273535
3776,0.273280
3777,0.267268
3778,0.267187
3779,0.268858
3780,0.267764
3781,0.267480
3782,0.255340
3783,0.274150
3784,0.262729
3785,0.276910
3786,0.265059
3787,0.275917
3788,0.267672
3789,0.265060
3790,0.269907
3791,0.279281
3792,0.268489
3793,0.265884
3794,0.268607
3795,0.266583
3796,0.258167
3797,0.257872
3798,0.259143
3799,0.263945
3800,0.268010
3801,0.261850
3802,0.272053
3803,0.261957
3804,0.269977
3805,0.259743
3806,0.268932
3807,0.263768
3808,0.262028
3809,0.265621
3810,0.256204
3811,0.262025
3812,0.267561
3813,0.269193
3814,0.264319
3815,0.261977
3816,0.264234
3817,0.269128
3818,0.261402
3819,0.273146
3820,0.272190
3821,0.277930
3822,0.262307
3823,0.272274
3824,0.263056
3825,0.271873
3826,0.261344
3827,0.266852
3828,0.259648
3829,0.264084
3830,0.264390
3831,0.261359
3832,0.274204
3833,0.259463
3834,0.267323
3835,0.258064
3836,0.262437
3837,0.274229
3838,0.257621
3839,0.269859
3840,0.270970
3841,0.275889
3842,0.266968
3843,0.265324
3844,0.270709
3845,0.265730
3846,0.267196
3847,0.256072
3848,0.264483
3849,0.266600
3850,0.264451
3851,0.259399
3852,0.272090
3853,0.267712
3854,0.269729
3855,0.271140
3856,0.265639
3857,0.264758
3858,0.268006
3859,0.263982
3860,0.253344
3861,0.268115
3862,0.276488
3863,0.272165
3864,0.270578
3865,0.263995
3866,0.279671
3867,0.262816
3868,0.269120
3869,0.271700
3870,0.269244
3871,0.267309
3872,0.259103
3873,0.274906
3874,0.265282
3875,0.262386
3876,0.275860
3877,0.275206
3878,0.274646
3879,0.271625
3880,0.273204
3881,0.268027
3882,0.270677
3883,0.254034
3884,0.262572
3885,0.267074
3886,0.275416
3887,0.269155
3888,0.266359
3889,0.268953
3890,0.260579
3891,0.259605
3892,0.264204
3893,0.276314
3894,0.259105
3895,0.268810
3896,0.275022
3897,0.269046
3898,0.266558
3899,0.267288
3900,0.259359
3901,0.270993
3902,0.257181
3903,0.265559
3904,0.265019
3905,0.274476
3906,0.269014
3907,0.256570
3908,0.268715
3909,0.265614
3910,0.274538
3911,0.262691
3912,0.271146
3913,0.272155
3914,0.266024
3915,0.257905
3916,0.274050
3917,0.269568
3918,0.254698
3919,0.261923
3920,0.273904
3921,0.272951
3922,0.264879
3923,0.267111
3924,0.264417
3925,0.263666
3926,0.266417
3927,0.276563
3928,0.273627
3929,0.264476
3930,0.275770
3931,0.267107
3932,0.263682
3933,0.266832
3934,0.263439
3935,0.263145
3936,0.265352
3937,0.263239
3938,0.273168
3939,0.256243
3940,0.265546
3941,0.270633
3942,0.264289
3943,0.275550
3944,0.267838
3945,0.264822
3946,0.273807
3947,0.266362
3948,0.269164
3949,0.264693
3950,0.263938
3951,0.266143
3952,0.266354
3953,0.265928
3954,0.268357
3955,0.266987
3956,0.268098
3957,0.258749
3958,0.247676
3959,0.267187
3960,0.266219
3961,0.273003
3962,0.267603
3963,0.275567
3964,0.265437
3965,0.266399
3966,0.259071
3967,0.264540
3968,0.272085
3969,0.260115
3970,0.270930
3971,0.262804
3972,0.269812
3973,0.269171
3974,0.262293
3975,0.262984
3976,0.264967
3977,0.278017
3978,0.268160
3979,0.257724
3980,0.259752
3981,0.273665
3982,0.260698
3983,0.272512
3984,0.269088
3985,0.267164
3986,0.256963
3987,0.269809
3988,0.265396
3989,0.272414
3990,0.265346
3991,0.266657
3992,0.270327
3993,0.265599
3994,0.260188
3995,0.259756
3996,0.255329
3997,0.271510
3998,0.278380
3999,0.273738
4000,0.261051
4001,0.271790
4002,0.267470
4003,0.267720
4004,0.259615
4005,0.281766
4006,0.263497
4007,0.266966
4008,0.272951
4009,0.256408
4010,0.254258
4011,0.266785
4012,0.263742
4013,0.259956
4014,0.266425
4015,0.266496
4016,0.276945
4017,0.260403
4018,0.269380
4019,0.273102
4020,0.272893
4021,0.265183
4022,0.263875
4023,0.272061
4024,0.268225
4025,0.268913
4026,0.272175
4027,0.263684
4028,0.261451
4029,0.257062
4030,0.264073
4031,0.262153
4032,0.267392
4033,0.261622
4034,0.269520
4035,0.265171
4036,0.253371
4037,0.265851
4038,0.255332
4039,0.266500
4040,0.270391
4041,0.266852
4042,0.268039
4043,0.270496
4044,0.261420
4045,0.276793
4046,0.272345
4047,0.267944
4048,0.270270
4049,0.264541
4050,0.264198
4051,0.264064
4052,0.272043
4053,0.264219
4054,0.275766
4055,0.272544
4056,0.263049
4057,0.262664
4058,0.272661
4059,0.270230
4060,0.259395
4061,0.259451
4062,0.267633
4063,0.262343
4064,0.267174
4065,0.267236
4066,0.271101
4067,0.265768
4068,0.269269
4069,0.263625
4070,0.272061
4071,0.268920
4072,0.270652
4073,0.265613
4074,0.271477
4075,0.265481
4076,0.270609
4077,0.265139
4078,0.274540
4079,0.266608
4080,0.252686
4081,0.259517
4082,0.275506
4083,0.260718
4084,0.270413
4085,0.263765
4086,0.273035
4087,0.264296
4088,0.271906
4089,0.280291
4090,0.268534
4091,0.265173
4092,0.277878
4093,0.269661
4094,0.251494
4095,0.260631
4096,0.265123
4097,0.264403
4098,0.267496
4099,0.266811
4100,0.270962
4101,0.275147
4102,0.264206
4103,0.266558
4104,0.272923
4105,0.268869
4106,0.269038
4107,0.270728
4108,0.263470
4109,0.270246
4110,0.265689
4111,0.271811
4112,0.275464
4113,0.264956
4114,0.266113
4115,0.253930
4116,0.264257
4117,0.259744
4118,0.269470
4119,0.265993
4120,0.270445
4121,0.263224
4122,0.272674
4123,0.261296
4124,0.267407
4125,0.271492
4126,0.272472
4127,0.264550
4128,0.275268
4129,0.278357
4130,0.266670
4131,0.269926
4132,0.261118
4133,0.273117
4134,0.265159
4135,0.262193
4136,0.257866
4137,0.264077
4138,0.266590
4139,0.267302
4140,0.256833
4141,0.264688
4142,0.254561
4143,0.263240
4144,0.270045
4145,0.264861
4146,0.270088
4147,0.270012
4148,0.259925
4149,0.263059
4150,0.265635
4151,0.278347
4152,0.270054
4153,0.266216
4154,0.263707
4155,0.273808
4156,0.256997
4157,0.263920
4158,0.270461
4159,0.256065
4160,0.274465
4161,0.268014
4162,0.261718
4163,0.266635
4164,0.257758
4165,0.266102
4166,0.267437
4167,0.264158
4168,0.261665
4169,0.270640
4170,0.276258
4171,0.273097
4172,0.268028
4173,0.267189
4174,0.275259
4175,0.262314
4176,0.258453
4177,0.273718
4178,0.263012
4179,0.260101
4180,0.266257
4181,0.268526
4182,0.270029
4183,0.268318
4184,0.275986
4185,0.262831
4186,0.275823
4187,0.258718
4188,0.258596
4189,0.266681
4190,0.261617
4191,0.252778
4192,0.265415
4193,0.272394
4194,0.268929
4195,0.272432
4196,0.267921
4197,0.264746
4198,0.267383
4199,0.275621
4200,0.267307
4201,0.272575
4202,0.266916
4203,0.257697
4204,0.269276
4205,0.270467
4206,0.271225
4207,0.261839
4208,0.267417
4209,0.264511
4210,0.266145
4211,0.271708
4212,0.274166
4213,0.270148
4214,0.268288
4215,0.259119
4216,0.271820
4217,0.258996
4218,0.265273
4219,0.266365
4220,0.269972
4221,0.263839
4222,0.268727
4223,0.266881
4224,0.266625
4225,0.272372
4226,0.266988
4227,0.268076
4228,0.266298
4229,0.267745
4230,0.283192
4231,0.265728
4232,0.266128
4233,0.270786
4234,0.266813
4235,0.261661
4236,0.271544
4237,0.273608
4238,0.271997
4239,0.265211
4240,0.272543
4241,0.256312
4242,0.275875
4243,0.273178
4244,0.267162
4245,0.261948
4246,0.264843
4247,0.270570
4248,0.279579
4249,0.264130
4250,0.264022
4251,0.269369
4252,0.274896
4253,0.266020
4254,0.262347
4255,0.265825
4256,0.259523
4257,0.263377
4258,0.271334
4259,0.271338
4260,0.258426
4261,0.269775
4262,0.273175
4263,0.281345
4264,0.267047
4265,0.267203
4266,0.273934
4267,0.278053
4268,0.262658
4269,0.269472
4270,0.261192
4271,0.264938
4272,0.274075
4273,0.271041
4274,0.272708
4275,0.263001
4276,0.266762
4277,0.260384
4278,0.269337
4279,0.262657
4280,0.276530
4281,0.260239
4282,0.270421
4283,0.270528
4284,0.260188
4285,0.269466
4286,0.268534
4287,0.261602
4288,0.264931
4289,0.266983
4290,0.270125
4291,0.270485
4292,0.264953
4293,0.279658
4294,0.268675
4295,0.260840
4296,0.263739
4297,0.277203
4298,0.268580
4299,0.277978
4300,0.275249
4301,0.271933
4302,0.258374
4303,0.268575
4304,0.273336
4305,0.265055
4306,0.260410
4307,0.265919
4308,0.268261
4309,0.262051
4310,0.271260
4311,0.260823
4312,0.263959
4313,0.271163
4314,0.272505
4315,0.273534
4316,0.267681
4317,0.273353
4318,0.266238
4319,0.269840
4320,0.274927
4321,0.267697
4322,0.262879
4323,0.267503
4324,0.270562
4325,0.261929
4326,0.272840
4327,0.260692
4328,0.260033
4329,0.272413
4330,0.259320
4331,0.275836
4332,0.271764
4333,0.266360
4334,0.275932
4335,0.271184
4336,0.272012
4337,0.268516
4338,0.270433
4339,0.270898
4340,0.268901
4341,0.271787
4342,0.266057
4343,0.269291
4344,0.263068
4345,0.259292
4346,0.273449
4347,0.267369
4348,0.260362
4349,0.260713
4350,0.259192
4351,0.267647
4352,0.266253
4353,0.264002
4354,0.268695
4355,0.259786
4356,0.272248
4357,0.265825
4358,0.251122
4359,0.262260
4360,0.272395
4361,0.268742
4362,0.274491
4363,0.274613
4364,0.272852
4365,0.269823
4366,0.271188
4367,0.268492
4368,0.271105
4369,0.261099
4370,0.270159
4371,0.262090
4372,0.263377
4373,0.259671
4374,0.258400
4375,0.264762
4376,0.263892
4377,0.262944
4378,0.269733
4379,0.268583
4380,0.262596
4381,0.262791
4382,0.271355
4383,0.261177
4384,0.268473
4385,0.266595
4386,0.265755
4387,0.265697
4388,0.264045
4389,0.268251
4390,0.269920
4391,0.276712
4392,0.267493
4393,0.267228
4394,0.263019
4395,0.263458
4396,0.266503
4397,0.274412
4398,0.261701
4399,0.262299
4400,0.269879
4401,0.263476
4402,0.265118
4403,0.260828
4404,0.266175
4405,0.269387
4406,0.262126
4407,0.264377
4408,0.268377
4409,0.263883
4410,0.258924
4411,0.267392
4412,0.266288
4413,0.260951
4414,0.269872
4415,0.270086
4416,0.274718
4417,0.266337
4418,0.267057
4419,0.268146
4420,0.259372
4421,0.272716
4422,0.261055
4423,0.261850
4424,0.264672
4425,0.262474
4426,0.269272
4427,0.264703
4428,0.275757
4429,0.274758
4430,0.279838
4431,0.263472
4432,0.269797
4433,0.267156
4434,0.260332
4435,0.267513
4436,0.259330
4437,0.262703
4438,0.260934
4439,0.264238
4440,0.269228
4441,0.258658
4442,0.271345
4443,0.267134
4444,0.255041
4445,0.271947
4446,0.267798
4447,0.257795
4448,0.263463
4449,0.267515
4450,0.260978
4451,0.264620
4452,0.274308
4453,0.265923
4454,0.261783
4455,0.264818
4456,0.267236
4457,0.262094
4458,0.263575
4459,0.259793
4460,0.271657
4461,0.271257
4462,0.269588
4463,0.271869
4464,0.259231
4465,0.256212
4466,0.261193
4467,0.258043
4468,0.259998
4469,0.256130
4470,0.267408
4471,0.262726
4472,0.264874
4473,0.263214
4474,0.276873
4475,0.273866
4476,0.267785
4477,0.279533
4478,0.255190
4479,0.266247
4480,0.260280
4481,0.267347
4482,0.271303
4483,0.261447
4484,0.258219
4485,0.274919
4486,0.264258
4487,0.264851
4488,0.262995
4489,0.260828
4490,0.257859
4491,0.268228
4492,0.264245
4493,0.270390
4494,0.267319
4495,0.260266
4496,0.266786
4497,0.269484
4498,0.265489
4499,0.269750
4500,0.265791
4501,0.262402
4502,0.255969
4503,0.275209
4504,0.264066
4505,0.271914
4506,0.259679
4507,0.260749
4508,0.271449
4509,0.263661
4510,0.263069
4511,0.268287
4512,0.270224
4513,0.257694
4514,0.265406
4515,0.271350
4516,0.261667
4517,0.252185
4518,0.269069
4519,0.266094
4520,0.262374
4521,0.267234
4522,0.259676
4523,0.275714
4524,0.274876
4525,0.266280
4526,0.267956
4527,0.262960
4528,0.264369
4529,0.270302
4530,0.265739
4531,0.272067
4532,0.266300
4533,0.272264
4534,0.268541
4535,0.261945
4536,0.257183
4537,0.268575
4538,0.268615
4539,0.262339
4540,0.264948
4541,0.269243
4542,0.260325
4543,0.267989
4544,0.271098
4545,0.267686
4546,0.268949
4547,0.266769
4548,0.264780
4549,0.260874
4550,0.261286
4551,0.268055
4552,0.268051
4553,0.260534
4554,0.265932
4555,0.271812
4556,0.255330
4557,0.268567
4558,0.260826
4559,0.265297
4560,0.254949
4561,0.262696
4562,0.271950
4563,0.271938
4564,0.270582
4565,0.266947
4566,0.260656
4567,0.269380
4568,0.257534
4569,0.266632
4570,0.265728
4571,0.261758
4572,0.272827
4573,0.269489
4574,0.277053
4575,0.269956
4576,0.267621
4577,0.261301
4578,0.261866
4579,0.275638
4580,0.269279
4581,0.261671
4582,0.268079
4583,0.270114
4584,0.263215
4585,0.257213
4586,0.268550
4587,0.261010
4588,0.267677
4589,0.271487
4590,0.270618
4591,0.261704
4592,0.259482
4593,0.264625
4594,0.271914
4595,0.279630
4596,0.260059
4597,0.268102
4598,0.272311
4599,0.272909
4600,0.275351
4601,0.264735
4602,0.267110
4603,0.264162
4604,0.259147
4605,0.272408
4606,0.258370
4607,0.271397
4608,0.268720
4609,0.265823
4610,0.258679
4611,0.267983
4612,0.265569
4613,0.270995
4614,0.264724
4615,0.264084
4616,0.267336
4617,0.271644
4618,0.267617
4619,0.268237
4620,0.273246
4621,0.270307
4622,0.269830
4623,0.260772
4624,0.269361
4625,0.264248
4626,0.267254
4627,0.272285
4628,0.269727
4629,0.258617
4630,0.278838
4631,0.271630
4632,0.256302
4633,0.262852
4634,0.270168
4635,0.270799
4636,0.271391
4637,0.256948
4638,0.268634
4639,0.271514
4640,0.271009
4641,0.275738
4642,0.263634
4643,0.271043
4644,0.267885
4645,0.262666
4646,0.275925
4647,0.270638
4648,0.266569
4649,0.263027
4650,0.265603
4651,0.261525
4652,0.264775
4653,0.269842
4654,0.262853
4655,0.274349
4656,0.267734
4657,0.262576
4658,0.257836
4659,0.259128
4660,0.268298
4661,0.274213
4662,0.263127
4663,0.276010
4664,0.272427
4665,0.261852
4666,0.260214
4667,0.264277
4668,0.263615
4669,0.266491
4670,0.265815
4671,0.260647
4672,0.270456
4673,0.260755
4674,0.261673
4675,0.267794
4676,0.266366
4677,0.267285
4678,0.273959
4679,0.259756
4680,0.258854
4681,0.267753
4682,0.275580
4683,0.265460
4684,0.265904
4685,0.259458
4686,0.266556
4687,0.271834
4688,0.269206
4689,0.262014
4690,0.265351
4691,0.257147
4692,0.271486
4693,0.261725
4694,0.262037
4695,0.263407
4696,0.261811
4697,0.273434
4698,0.272342
4699,0.261713
4700,0.278278
4701,0.270655
4702,0.271864
4703,0.273253
4704,0.266711
4705,0.258616
4706,0.272763
4707,0.257118
4708,0.268811
4709,0.273198
4710,0.271837
4711,0.267749
4712,0.263900
4713,0.261314
4714,0.262213
4715,0.268778
4716,0.262582
4717,0.264731
4718,0.274931
4719,0.260114
4720,0.259833
4721,0.261153
4722,0.265955
4723,0.269472
4724,0.270976
4725,0.267178
4726,0.264768
4727,0.265078
4728,0.270846
4729,0.265374
4730,0.272803
4731,0.268337
4732,0.270960
4733,0.264788
4734,0.268556
4735,0.251744
4736,0.277205
4737,0.264284
4738,0.264743
4739,0.272995
4740,0.264018
4741,0.267738
4742,0.265541
4743,0.265842
4744,0.260377
4745,0.263802
4746,0.266544
4747,0.276478
4748,0.261539
4749,0.269502
4750,0.268515
4751,0.271754
4752,0.273894
4753,0.277869
4754,0.279928
4755,0.269703
4756,0.268153
4757,0.273919
4758,0.256552
4759,0.265120
4760,0.277836
4761,0.274798
4762,0.263095
4763,0.256236
4764,0.257977
4765,0.263126
4766,0.275696
4767,0.269231
4768,0.274279
4769,0.262883
4770,0.267017
4771,0.258111
4772,0.273136
4773,0.262606
4774,0.265282
4775,0.269350
4776,0.271704
4777,0.265798
4778,0.266892
4779,0.271872
4780,0.266253
4781,0.259972
4782,0.274668
4783,0.266402
4784,0.270711
4785,0.268487
4786,0.269490
4787,0.273792
4788,0.269803
4789,0.266700
4790,0.267236
4791,0.260627
4792,0.271099
4793,0.262513
4794,0.272900
4795,0.272102
4796,0.261994
4797,0.274553
4798,0.263551
4799,0.267171
4800,0.260861
4801,0.266984
4802,0.265340
4803,0.263063
4804,0.265953
4805,0.260069
4806,0.262474
4807,0.269879
4808,0.269261
4809,0.266529
4810,0.272395
4811,0.263566
4812,0.264175
4813,0.263596
4814,0.269651
4815,0.263617
4816,0.258657
4817,0.257262
4818,0.277861
4819,0.271269
4820,0.263708
4821,0.269067
4822,0.267952
4823,0.261375
4824,0.264869
4825,0.256877
4826,0.263005
4827,0.262586
4828,0.263545
4829,0.261989
4830,0.272987
4831,0.266231
4832,0.263474
4833,0.267953
4834,0.270191
4835,0.259716
4836,0.263113
4837,0.267488
4838,0.266786
4839,0.270898
4840,0.268994
4841,0.266406
4842,0.268089
4843,0.272606
4844,0.260655
4845,0.273530
4846,0.269476
4847,0.267555
4848,0.280448
4849,0.262591
4850,0.269116
4851,0.265618
4852,0.263411
4853,0.266880
4854,0.270132
4855,0.269223
4856,0.267715
4857,0.262165
4858,0.267399
4859,0.264519
4860,0.269302
4861,0.274400
4862,0.256129
4863,0.260147
4864,0.266815
4865,0.268234
4866,0.271104
4867,0.266439
4868,0.260477
4869,0.271678
4870,0.262467
4871,0.268809
4872,0.264792
4873,0.266321
4874,0.264535
4875,0.278639
4876,0.259749
4877,0.274199
4878,0.265131
4879,0.262583
4880,0.265193
4881,0.269807
4882,0.265577
4883,0.257562
4884,0.275625
4885,0.267336
4886,0.268570
4887,0.271304
4888,0.270170
4889,0.271606
4890,0.266959
4891,0.269505
4892,0.275239
4893,0.272364
4894,0.270474
4895,0.263661
4896,0.260845
4897,0.255149
4898,0.266182
4899,0.255253
4900,0.259278
4901,0.268808
4902,0.258610
4903,0.269963
4904,0.263950
4905,0.260808
4906,0.269493
4907,0.268395
4908,0.260218
4909,0.270409
4910,0.271797
4911,0.268233
4912,0.271086
4913,0.262366
4914,0.255042
4915,0.263922
4916,0.269938
4917,0.262269
4918,0.272871
4919,0.269759
4920,0.256999
4921,0.265058
4922,0.264073
4923,0.259242
4924,0.263483
4925,0.263186
4926,0.270173
4927,0.269407
4928,0.266398
4929,0.272313
4930,0.259170
4931,0.262931
4932,0.261019
4933,0.263718
4934,0.254424
4935,0.266354
4936,0.272925
4937,0.273644
4938,0.269138
4939,0.269965
4940,0.270905
4941,0.260090
4942,0.260669
4943,0.264899
4944,0.263356
4945,0.258118
4946,0.262805
4947,0.271340
4948,0.275013
4949,0.269866
4950,0.260593
4951,0.261683
4952,0.262369
4953,0.266805
4954,0.255133
4955,0.264896
4956,0.265512
4957,0.261741
4958,0.265137
4959,0.262683
4960,0.270174
4961,0.275537
4962,0.268256
4963,0.264060
4964,0.268483
4965,0.269713
4966,0.270958
4967,0.276429
4968,0.265447
4969,0.259512
4970,0.271848
4971,0.268575
4972,0.266735
4973,0.267356
4974,0.264507
4975,0.262704
4976,0.270891
4977,0.265298
4978,0.259934
4979,0.273886
4980,0.263461
4981,0.265686
4982,0.261086
4983,0.268191
4984,0.264738
4985,0.273987
4986,0.269922
4987,0.263736
4988,0.262451
4989,0.271867
4990,0.265670
4991,0.272391
4992,0.270327
4993,0.267515
4994,0.266988
4995,0.265254
4996,0.264888
4997,0.272846
4998,0.267952
4999,0.268804
5000,0.272177
5001,0.260639
5002,0.265032
5003,0.262855
5004,0.268585
5005,0.268214
5006,0.266598
5007,0.263843
5008,0.268115
5009,0.266272
5010,0.275625
5011,0.263376
5012,0.261489
5013,0.263179
5014,0.274189
5015,0.266306
5016,0.263732
5017,0.258369
5018,0.274078
5019,0.268882
5020,0.277321
5021,0.264853
5022,0.266198
5023,0.263051
5024,0.267778
5025,0.270008
5026,0.270275
5027,0.268109
5028,0.261158
5029,0.268371
5030,0.262857
5031,0.279143
5032,0.267062
5033,0.269783
5034,0.267565
5035,0.267383
5036,0.259665
5037,0.259968
5038,0.266888
5039,0.266373
5040,0.268743
5041,0.267384
5042,0.264610
5043,0.266557
5044,0.260917
5045,0.267368
5046,0.272382
5047,0.264944
5048,0.268669
5049,0.264207
5050,0.269176
5051,0.266714
5052,0.268049
5053,0.261991
5054,0.258822
5055,0.265460
5056,0.265389
5057,0.269912
5058,0.272577
5059,0.260090
5060,0.259558
5061,0.263907
5062,0.269585
5063,0.264903
5064,0.264080
5065,0.268145
5066,0.268442
5067,0.262502
5068,0.262294
5069,0.263970
5070,0.265692
5071,0.272032
5072,0.264216
5073,0.257713
5074,0.275057
5075,0.271619
5076,0.272246
5077,0.270918
5078,0.274255
5079,0.266080
5080,0.261206
5081,0.262485
5082,0.271792
5083,0.262511
5084,0.268140
5085,0.267719
5086,0.260601
5087,0.267471
5088,0.274541
5089,0.263938
5090,0.270138
5091,0.270240
5092,0.263055
5093,0.271123
5094,0.260554
5095,0.263914
5096,0.265547
5097,0.266669
5098,0.266581
5099,0.264355
5100,0.267221
5101,0.265740
5102,0.267161
5103,0.263856
5104,0.265871
5105,0.274845
5106,0.262096
5107,0.268771
5108,0.265297
5109,0.270287
5110,0.263535
5111,0.260838
5112,0.266658
5113,0.264723
5114,0.269402
5115,0.260207
5116,0.266587
5117,0.264679
5118,0.257607
5119,0.267764
5120,0.271974
5121,0.264014
5122,0.275779
5123,0.264299
5124,0.256947
5125,0.268013
5126,0.264725
5127,0.266495
5128,0.264206
5129,0.261819
5130,0.271726
5131,0.256974
5132,0.264194
5133,0.260695
5134,0.260046
5135,0.259619
5136,0.268535
5137,0.268529
5138,0.265700
5139,0.266566
5140,0.263383
5141,0.269655
5142,0.272771
5143,0.272716
5144,0.275295
5145,0.263378
5146,0.262815
5147,0.264909
5148,0.258616
5149,0.266725
5150,0.267915
5151,0.255014
5152,0.265783
5153,0.267681
5154,0.268990
5155,0.257915
5156,0.258767
5157,0.273685
5158,0.265895
5159,0.257982
5160,0.265384
5161,0.275399
5162,0.262359
5163,0.269799
5164,0.271616
5165,0.265469
5166,0.264110
5167,0.256947
5168,0.261369
5169,0.270164
5170,0.265149
5171,0.267571
5172,0.264940
5173,0.279149
5174,0.268965
5175,0.275081
5176,0.264418
5177,0.268499
5178,0.266062
5179,0.266501
5180,0.265644
5181,0.266422
5182,0.284386
5183,0.265108
5184,0.267576
5185,0.270929
5186,0.264395
5187,0.270275
5188,0.274573
5189,0.268989
5190,0.265101
5191,0.270322
5192,0.266231
5193,0.268083
5194,0.267549
5195,0.263231
5196,0.274332
5197,0.264523
5198,0.265869
5199,0.268838
5200,0.269606
5201,0.272604
5202,0.263735
5203,0.259394
5204,0.261867
5205,0.275288
5206,0.268147
5207,0.262706
5208,0.272195
5209,0.258615
5210,0.280419
5211,0.264982
5212,0.268388
5213,0.261059
5214,0.262984
5215,0.262513
5216,0.271042
5217,0.265761
5218,0.259028
5219,0.269496
5220,0.267037
5221,0.263356
5222,0.272184
5223,0.267328
5224,0.266316
5225,0.271501
5226,0.269362
5227,0.264830
5228,0.273358
5229,0.257901
5230,0.266649
5231,0.267411
5232,0.263188
5233,0.264095
5234,0.273286
5235,0.271258
5236,0.265841
5237,0.271057
5238,0.265926
5239,0.267686
5240,0.264228
5241,0.270470
5242,0.262889
5243,0.265449
5244,0.277546
5245,0.254587
5246,0.264957
5247,0.273737
5248,0.264679
5249,0.270923
5250,0.267157
5251,0.268878
5252,0.266209
5253,0.275183
5254,0.268058
5255,0.274419
5256,0.262926
5257,0.265455
5258,0.261564
5259,0.267814
5260,0.265601
5261,0.266567
5262,0.270446
5263,0.260709
5264,0.249798
5265,0.269947
5266,0.263585
5267,0.267379
5268,0.264440
5269,0.263341
5270,0.276310
5271,0.258072
5272,0.262706
5273,0.263416
5274,0.265700
5275,0.263783
5276,0.268011
5277,0.273184
5278,0.267657
5279,0.267760
5280,0.259480
5281,0.273875
5282,0.263939
5283,0.265897
5284,0.269167
5285,0.275172
5286,0.268303
5287,0.274907
5288,0.262963
5289,0.264327
5290,0.268056
5291,0.267679
5292,0.273391
5293,0.273118
5294,0.265138
5295,0.268662
5296,0.267047
5297,0.271079
5298,0.267382
5299,0.267153
5300,0.266750
5301,0.260668
5302,0.266858
5303,0.267462
5304,0.269699
5305,0.261977
5306,0.263736
5307,0.274483
5308,0.270140
5309,0.269912
5310,0.268086
5311,0.263654
5312,0.271454
5313,0.262497
5314,0.268046
5315,0.261259
5316,0.263068
5317,0.268865
5318,0.261615
5319,0.265140
5320,0.264915
5321,0.261877
5322,0.256841
5323,0.260260
5324,0.267049
5325,0.269804
5326,0.267309
5327,0.269709
5328,0.265407
5329,0.271027
5330,0.266514
5331,0.267341
5332,0.266014
5333,0.267197
5334,0.268875
5335,0.268042
5336,0.266685
5337,0.274495
5338,0.268657
5339,0.261301
5340,0.281588
5341,0.274833
5342,0.268890
5343,0.267416
5344,0.277700
5345,0.264263
5346,0.269168
5347,0.266699
5348,0.265476
5349,0.262545
5350,0.268014
5351,0.264938
5352,0.254522
