n,P_approx_2(2.3.n)
3609,0.262400
3610,0.256787
3611,0.270285
3612,0.266611
3613,0.261279
3614,0.270614
3615,0.263900
3616,0.266040
3617,0.261819
3618,0.272526
3619,0.273280
3620,0.267127
3621,0.268434
3622,0.263114
3623,0.282639
3624,0.280353
3625,0.281931
3626,0.259515
3627,0.266060
3628,0.265711
3629,0.267567
3630,0.276033
3631,0.279537
3632,0.255231
3633,0.263419
3634,0.260594
3635,0.276479
3636,0.253850
3637,0.244707
3638,0.261957
3639,0.272053
3640,0.264286
3641,0.269157
3642,0.270181
3643,0.267637
3644,0.268386
3645,0.265844
3646,0.260834
3647,0.262682
3648,0.265077
3649,0.266648
3650,0.270685
3651,0.270885
3652,0.266703
3653,0.263345
3654,0.287083
3655,0.264569
3656,0.263403
3657,0.266065
3658,0.269273
3659,0.274392
3660,0.265301
3661,0.276427
3662,0.263790
3663,0.282828
3664,0.262282
3665,0.274216
3666,0.267867
3667,0.267521
3668,0.260905
3669,0.265740
3670,0.259401
3671,0.267774
3672,0.255447
3673,0.265451
3674,0.278443
3675,0.268571
3676,0.258705
3677,0.269241
3678,0.265905
3679,0.269910
3680,0.280163
3681,0.260255
3682,0.274851
3683,0.263101
3684,0.253800
3685,0.265672
3686,0.262344
3687,0.269053
3688,0.260846
3689,0.268365
3690,0.274255
3691,0.256299
3692,0.267606
3693,0.255348
3694,0.270168
3695,0.271448
3696,0.283279
3697,0.273735
3698,0.267712
3699,0.269262
3700,0.284054
3701,0.264253
3702,0.269314
3703,0.262490
3704,0.271058
3705,0.256140
3706,0.257151
3707,0.269490
3708,0.270766
3709,0.269075
3710,0.267116
3711,0.266505
3712,0.272360
3713,0.249125
3714,0.261174
3715,0.283984
3716,0.264801
3717,0.271994
3718,0.277838
3719,0.265663
3720,0.261022
3721,0.270089
3722,0.264911
3723,0.279345
3724,0.270677
3725,0.269799
3726,0.253623
3727,0.270995
3728,0.264485
3729,0.268437
3730,0.268901
3731,0.265880
3732,0.272508
3733,0.269488
3734,0.272094
3735,0.263989
3736,0.270343
3737,0.264918
3738,0.262707
3739,0.255951
3740,0.268182
3741,0.275862
3742,0.259487
3743,0.266364
3744,0.265491
3745,0.271562
3746,0.265350
3747,0.263411
3748,0.272946
3749,0.264070
3750,0.271733
3751,0.278859
3752,0.262527
3753,0.273115
3754,0.263452
3755,0.268708
3756,0.264909
3757,0.254458
3758,0.262906
3759,0.270019
3760,0.256383
3761,0.260569
3762,0.261297
3763,0.273186
3764,0.277896
3765,0.271979
3766,0.252523
3767,0.277940
3768,0.259820
3769,0.260547
3770,0.269496
3771,0.261999
3772,0.267232
3773,0.257885
3774,0.263116
3775,0.270199
3776,0.281250
3777,0.276145
3778,0.255426
3779,0.262239
3780,0.254497
3781,0.259455
3782,0.270227
3783,0.261433
3784,0.264271
3785,0.271598
3786,0.267036
3787,0.268286
3788,0.251056
3789,0.253893
3790,0.257256
3791,0.266157
3792,0.271361
3793,0.265225
3794,0.241697
3795,0.261924
3796,0.260801
3797,0.263629
3798,0.268826
3799,0.254804
3800,0.270789
3801,0.267561
3802,0.263282
3803,0.269261
3804,0.261567
3805,0.268594
3806,0.281135
3807,0.258997
3808,0.264443
3809,0.263324
3810,0.267717
3811,0.262398
3812,0.263903
3813,0.263572
3814,0.271106
3815,0.272346
3816,0.262055
3817,0.263034
3818,0.271084
3819,0.257135
3820,0.270419
3821,0.270348
3822,0.263998
3823,0.269422
3824,0.248169
3825,0.274248
3826,0.263722
3827,0.268356
3828,0.268809
3829,0.262209
3830,0.266580
3831,0.269120
3832,0.257307
3833,0.277068
3834,0.259520
3835,0.267797
3836,0.261992
3837,0.264530
3838,0.268629
3839,0.255275
3840,0.273438
3841,0.246811
3842,0.260802
3843,0.266458
3844,0.260926
3845,0.270221
3846,0.257150
3847,0.260203
3848,0.285603
3849,0.261626
3850,0.270390
3851,0.261231
3852,0.254673
3853,0.251233
3854,0.262325
3855,0.251102
3856,0.254668
3857,0.269380
3858,0.266459
3859,0.265613
3860,0.265544
3861,0.265993
3862,0.258415
3863,0.267926
3864,0.282867
3865,0.262613
3866,0.265391
3867,0.264805
3868,0.264736
3869,0.271388
3870,0.277778
3871,0.260914
3872,0.264205
3873,0.272399
3874,0.259422
3875,0.268129
3876,0.268318
3877,0.270312
3878,0.262764
3879,0.266306
3880,0.262887
3881,0.261788
3882,0.257084
3883,0.267834
3884,0.258239
3885,0.269241
3886,0.249357
3887,0.267559
3888,0.261574
3889,0.248393
3890,0.274807
3891,0.265741
3892,0.253340
3893,0.260724
3894,0.269902
3895,0.265982
3896,0.256160
3897,0.272517
3898,0.262186
3899,0.272378
3900,0.265385
3901,0.272494
3902,0.283444
3903,0.273379
3904,0.263064
3905,0.274008
3906,0.259345
3907,0.265421
3908,0.269447
3909,0.283193
3910,0.254476
3911,0.259524
3912,0.261759
3913,0.266803
3914,0.274911
3915,0.276884
3916,0.268131
3917,0.263722
3918,0.269015
3919,0.257719
3920,0.267092
3921,0.267024
3922,0.256757
3923,0.264339
3924,0.271152
3925,0.269299
3926,0.254457
3927,0.278075
3928,0.259420
3929,0.273607
3930,0.264631
3931,0.259985
3932,0.259664
3933,0.269006
3934,0.273513
3935,0.272173
3936,0.254827
3937,0.268225
3938,0.275521
3939,0.266819
3940,0.262944
3941,0.269221
3942,0.271689
3943,0.273142
3944,0.261917
3945,0.265906
3946,0.264065
3947,0.270839
3948,0.262158
3949,0.275513
3950,0.264810
3951,0.262212
3952,0.268725
3953,0.267392
3954,0.263531
3955,0.267257
3956,0.269464
3957,0.274450
3958,0.257706
3959,0.278101
3960,0.273232
3961,0.265337
3962,0.261736
3963,0.276810
3964,0.276236
3965,0.265069
3966,0.257186
3967,0.260902
3968,0.267893
3969,0.266818
3970,0.261461
3971,0.268698
3972,0.272659
3973,0.272087
3974,0.273025
3975,0.264906
3976,0.257294
3977,0.256475
3978,0.271745
3979,0.257602
3980,0.270854
3981,0.262497
3982,0.271220
3983,0.267135
3984,0.264558
3985,0.268758
3986,0.259659
3987,0.270630
3988,0.266048
3989,0.264979
3990,0.267419
3991,0.273115
3992,0.275802
3993,0.266967
3994,0.258888
3995,0.274593
3996,0.269019
3997,0.269702
3998,0.256128
3999,0.270318
4000,0.260500
4001,0.280180
4002,0.267866
4003,0.266800
4004,0.267233
4005,0.248689
4006,0.260110
4007,0.275268
4008,0.272705
4009,0.264405
4010,0.270823
4011,0.273249
4012,0.266700
4013,0.270122
4014,0.272048
4015,0.276712
4016,0.263695
4017,0.260891
4018,0.272524
4019,0.270714
4020,0.258209
4021,0.271574
4022,0.278717
4023,0.264479
4024,0.262922
4025,0.270559
4026,0.275211
4027,0.260243
4028,0.263406
4029,0.253909
4030,0.267742
4031,0.265195
4032,0.262897
4033,0.268783
4034,0.275905
4035,0.275093
4036,0.254212
4037,0.255388
4038,0.260277
4039,0.257242
4040,0.253218
4041,0.267013
4042,0.261752
4043,0.262676
4044,0.273492
4045,0.267244
4046,0.259516
4047,0.252286
4048,0.272480
4049,0.265251
4050,0.269877
4051,0.258208
4052,0.266288
4053,0.268937
4054,0.262950
4055,0.278422
4056,0.242850
4057,0.260537
4058,0.267620
4059,0.259670
4060,0.266749
4061,0.256587
4062,0.263417
4063,0.262368
4064,0.268701
4065,0.254613
4066,0.260453
4067,0.270224
4068,0.260816
4069,0.266405
4070,0.275676
4071,0.272660
4072,0.263507
4073,0.273508
4074,0.254050
4075,0.266503
4076,0.258096
4077,0.258278
4078,0.261403
4079,0.266732
4080,0.269118
4081,0.263661
4082,0.261881
4083,0.260348
4084,0.269833
4085,0.275398
4086,0.254038
4087,0.260582
4088,0.262965
4089,0.279286
4090,0.263081
4091,0.266194
4092,0.265885
4093,0.264354
4094,0.279922
4095,0.263004
4096,0.265381
4097,0.265316
4098,0.263055
4099,0.259332
4100,0.261220
4101,0.258230
4102,0.269625
4103,0.276627
4104,0.261940
4105,0.254080
4106,0.272528
4107,0.265888
4108,0.265336
4109,0.260404
4110,0.264477
4111,0.269764
4112,0.271158
4113,0.261610
4114,0.270297
4115,0.278493
4116,0.259232
4117,0.264999
4118,0.269063
4119,0.268512
4120,0.263835
4121,0.260374
4122,0.253518
4123,0.281591
4124,0.277643
4125,0.276364
4126,0.275570
4127,0.278895
4128,0.275436
4129,0.263018
4130,0.269007
4131,0.263859
4132,0.271781
4133,0.269780
4134,0.261006
4135,0.285369
4136,0.255803
4137,0.257191
4138,0.262204
4139,0.258275
4140,0.261594
4141,0.260324
4142,0.258812
4143,0.269129
4144,0.258446
4145,0.266345
4146,0.265075
4147,0.272727
4148,0.273144
4149,0.260304
4150,0.270602
4151,0.268128
4152,0.280829
4153,0.267277
4154,0.269379
4155,0.270999
4156,0.273821
4157,0.267982
4158,0.263829
4159,0.267372
4160,0.266587
4161,0.263158
4162,0.254445
4163,0.274562
4164,0.270173
4165,0.265066
4166,0.269563
4167,0.270458
4168,0.267035
4169,0.271768
4170,0.272422
4171,0.278111
4172,0.269655
4173,0.261443
4174,0.262338
4175,0.275449
4176,0.257663
4177,0.274838
4178,0.271422
4179,0.252453
4180,0.257416
4181,0.263095
4182,0.275945
4183,0.263208
4184,0.259321
4185,0.254958
4186,0.254658
4187,0.276570
4188,0.284862
4189,0.267128
4190,0.259666
4191,0.267717
4192,0.281011
4193,0.260911
4194,0.257988
4195,0.264124
4196,0.269542
4197,0.272576
4198,0.267270
4199,0.272922
4200,0.268095
4201,0.276601
4202,0.262732
4203,0.272424
4204,0.260228
4205,0.270630
4206,0.253685
4207,0.259330
4208,0.258555
4209,0.259206
4210,0.269596
4211,0.268107
4212,0.251899
4213,0.263233
4214,0.258187
4215,0.262159
4216,0.266129
4217,0.273180
4218,0.261261
4219,0.274473
4220,0.267299
4221,0.256100
4222,0.263619
4223,0.262610
4224,0.270360
4225,0.276686
4226,0.265263
4227,0.264254
4228,0.257805
4229,0.273824
4230,0.271395
4231,0.258331
4232,0.258743
4233,0.266005
4234,0.267832
4235,0.266352
4236,0.261331
4237,0.260090
4238,0.261208
4239,0.270583
4240,0.275472
4241,0.275171
4242,0.266384
4243,0.267499
4244,0.258483
4245,0.260542
4246,0.268724
4247,0.270073
4248,0.266008
4249,0.290421
4250,0.261882
4251,0.253352
4252,0.265757
4253,0.273219
4254,0.278796
4255,0.249589
4256,0.279840
4257,0.268734
4258,0.273133
4259,0.266025
4260,0.267136
4261,0.274583
4262,0.268888
4263,0.268590
4264,0.261492
4265,0.265182
4266,0.251524
4267,0.274900
4268,0.264292
4269,0.270789
4270,0.271194
4271,0.274409
4272,0.267790
4273,0.270536
4274,0.274450
4275,0.259181
4276,0.268943
4277,0.274491
4278,0.257597
4279,0.267118
4280,0.272430
4281,0.255081
4282,0.261560
4283,0.265935
4284,0.267507
4285,0.254376
4286,0.262949
4287,0.261488
4288,0.281716
4289,0.256237
4290,0.256876
4291,0.255884
4292,0.278891
4293,0.267878
4294,0.272473
4295,0.251921
4296,0.267225
4297,0.272748
4298,0.266403
4299,0.259130
4300,0.265581
4301,0.261335
4302,0.259647
4303,0.253544
4304,0.270214
4305,0.257375
4306,0.259870
4307,0.256559
4308,0.270427
4309,0.275006
4310,0.269838
4311,0.269543
4312,0.269249
4313,0.255738
4314,0.267965
4315,0.263499
4316,0.260890
4317,0.273106
4318,0.251505
4319,0.262329
4320,0.278704
4321,0.275862
4322,0.265618
4323,0.263937
4324,0.273589
4325,0.265434
4326,0.275543
4327,0.264155
4328,0.278882
4329,0.261954
4330,0.267436
4331,0.273378
4332,0.272622
4333,0.264482
4334,0.275265
4335,0.260669
4336,0.282980
4337,0.262163
4338,0.258875
4339,0.259737
4340,0.266820
4341,0.262382
4342,0.251727
4343,0.262491
4344,0.265424
4345,0.276180
4346,0.272665
4347,0.278353
4348,0.257360
4349,0.278685
4350,0.276092
4351,0.270513
4352,0.258042
4353,0.260969
4354,0.267800
4355,0.262457
4356,0.268825
4357,0.267386
4358,0.270996
4359,0.251434
4360,0.267431
4361,0.269204
4362,0.255846
4363,0.268164
4364,0.253896
4365,0.263459
4366,0.263399
4367,0.259446
4368,0.263965
4369,0.258869
4370,0.274142
4371,0.261725
4372,0.269671
4373,0.262749
4374,0.282579
4375,0.266286
4376,0.268053
4377,0.259538
4378,0.267017
4379,0.275177
4380,0.265297
4381,0.270486
4382,0.256960
4383,0.261237
4384,0.280338
4385,0.266363
4386,0.263110
4387,0.271940
4388,0.263446
4389,0.259057
4390,0.268337
4391,0.275336
4392,0.261384
4393,0.275438
4394,0.261948
4395,0.260296
4396,0.282757
4397,0.271321
4398,0.262847
4399,0.264606
4400,0.267500
4401,0.261077
4402,0.267378
4403,0.268226
4404,0.279292
4405,0.274688
4406,0.258738
4407,0.257318
4408,0.263838
4409,0.269449
4410,0.269388
4411,0.267513
4412,0.273572
4413,0.264219
4414,0.270050
4415,0.268630
4416,0.259737
4417,0.267829
4418,0.268674
4419,0.257977
4420,0.254299
4421,0.272563
4422,0.259385
4423,0.261587
4424,0.268535
4425,0.280452
4426,0.270673
4427,0.274452
4428,0.270325
4429,0.257620
4430,0.270429
4431,0.270594
4432,0.267148
4433,0.267313
4434,0.269959
4435,0.263360
4436,0.267583
4437,0.258959
4438,0.264759
4439,0.276414
4440,0.266667
4441,0.257825
4442,0.263845
4443,0.279991
4444,0.263726
4445,0.263442
4446,0.261583
4447,0.263548
4448,0.258318
4449,0.262081
4450,0.260449
4451,0.257920
4452,0.272013
4453,0.277117
4454,0.271441
4455,0.274523
4456,0.259425
4457,0.266771
4458,0.263795
4459,0.273155
4460,0.261435
4461,0.277292
4462,0.269162
4463,0.269550
4464,0.263441
4465,0.273460
4466,0.269369
4467,0.264831
4468,0.267681
4469,0.278138
4470,0.266890
4471,0.266831
4472,0.270349
4473,0.270065
4474,0.271793
4475,0.270615
4476,0.263181
4477,0.264239
4478,0.271326
4479,0.273275
4480,0.265402
4481,0.266905
4482,0.259929
4483,0.249610
4484,0.269402
4485,0.259755
4486,0.265270
4487,0.280811
4488,0.265374
4489,0.270216
4490,0.260134
4491,0.279448
4492,0.274933
4493,0.263521
4494,0.261460
4495,0.282536
4496,0.272464
4497,0.255059
4498,0.265896
4499,0.256057
4500,0.262444
4501,0.274161
4502,0.272546
4503,0.255829
4504,0.267984
4505,0.262819
4506,0.259210
4507,0.268693
4508,0.257764
4509,0.274118
4510,0.261197
4511,0.265795
4512,0.267509
4513,0.259029
4514,0.261852
4515,0.259358
4516,0.244686
4517,0.277397
4518,0.256751
4519,0.268422
4520,0.269690
4521,0.267861
4522,0.272667
4523,0.254919
4524,0.274094
4525,0.259227
4526,0.268891
4527,0.271482
4528,0.263251
4529,0.277986
4530,0.258940
4531,0.264401
4532,0.260371
4533,0.259872
4534,0.276356
4535,0.261080
4536,0.264991
4537,0.264051
4538,0.265095
4539,0.262172
4540,0.264317
4541,0.270865
4542,0.265302
4543,0.269425
4544,0.271127
4545,0.253465
4546,0.263748
4547,0.262811
4548,0.274626
4549,0.266212
4550,0.261538
4551,0.269172
4552,0.258787
4553,0.261586
4554,0.260870
4555,0.266959
4556,0.271730
4557,0.267281
4558,0.264370
4559,0.263874
4560,0.262939
4561,0.260250
4562,0.277948
4563,0.276792
4564,0.264461
4565,0.270537
4566,0.266316
4567,0.258813
4568,0.270359
4569,0.265923
4570,0.265427
4571,0.269744
4572,0.248250
4573,0.266565
4574,0.259729
4575,0.268415
4576,0.263767
4577,0.270483
4578,0.278069
4579,0.279319
4580,0.262009
4581,0.274394
4582,0.260803
4583,0.273402
4584,0.273124
4585,0.274809
4586,0.273441
4587,0.260737
4588,0.272886
4589,0.248202
4590,0.277342
4591,0.268351
4592,0.264155
4593,0.271936
4594,0.268394
4595,0.264853
4596,0.264360
4597,0.269089
4598,0.271857
4599,0.262448
4600,0.260870
4601,0.266464
4602,0.267927
4603,0.258744
4604,0.263467
4605,0.280999
4606,0.270517
4607,0.269156
4608,0.269314
4609,0.259492
4610,0.269631
4611,0.273693
4612,0.269514
4613,0.277260
4614,0.262896
4615,0.278007
4616,0.263648
4617,0.273121
4618,0.280424
4619,0.265425
4620,0.264286
4621,0.264878
4622,0.257248
4623,0.264114
4624,0.269896
4625,0.267676
4626,0.266753
4627,0.271234
4628,0.272256
4629,0.253835
4630,0.262851
4631,0.269488
4632,0.257772
4633,0.260522
4634,0.270609
4635,0.260194
4636,0.252373
4637,0.270865
4638,0.271453
4639,0.269455
4640,0.264440
4641,0.270631
4642,0.266049
4643,0.274392
4644,0.266581
4645,0.266523
4646,0.262376
4647,0.274155
4648,0.270439
4649,0.250376
4650,0.261290
4651,0.270264
4652,0.256879
4653,0.259832
4654,0.266223
4655,0.262728
4656,0.260309
4657,0.259824
4658,0.256977
4659,0.268298
4660,0.263519
4661,0.276765
4662,0.270699
4663,0.268497
4664,0.259648
4665,0.278028
4666,0.273682
4667,0.258624
4668,0.269923
4669,0.280360
4670,0.250749
4671,0.269321
4672,0.260274
4673,0.262572
4674,0.250107
4675,0.275080
4676,0.269675
4677,0.266838
4678,0.261437
4679,0.268433
4680,0.250214
4681,0.262764
4682,0.257155
4683,0.273543
4684,0.258540
4685,0.271291
4686,0.271660
4687,0.267122
4688,0.276664
4689,0.265302
4690,0.282303
4691,0.267534
4692,0.265132
4693,0.270190
4694,0.266084
4695,0.269862
4696,0.263416
4697,0.264211
4698,0.266496
4699,0.260481
4700,0.268085
4701,0.266539
4702,0.278818
4703,0.267064
4704,0.259779
4705,0.264825
4706,0.262218
4707,0.264500
4708,0.268267
4709,0.264387
4710,0.256476
4711,0.271068
4712,0.273132
4713,0.275621
4714,0.265804
4715,0.272110
4716,0.264631
4717,0.259699
4718,0.273633
4719,0.265734
4720,0.266737
4721,0.271341
4722,0.263236
4723,0.275884
4724,0.261431
4725,0.264762
4726,0.269361
4727,0.275651
4728,0.268824
4729,0.267075
4730,0.266173
4731,0.268865
4732,0.263102
4733,0.263892
4734,0.256865
4735,0.259979
4736,0.273226
4737,0.264513
4738,0.260870
4739,0.255117
4740,0.266667
4741,0.274204
4742,0.267187
4743,0.267552
4744,0.256956
4745,0.266175
4746,0.275390
4747,0.273225
4748,0.267481
4749,0.260476
4750,0.262947
4751,0.271101
4752,0.268519
4753,0.264465
4754,0.256416
4755,0.272766
4756,0.267872
4757,0.271390
4758,0.271963
4759,0.274217
4760,0.263655
4761,0.273682
4762,0.266485
4763,0.249213
4764,0.278338
4765,0.275131
4766,0.262274
4767,0.278792
4768,0.270134
4769,0.264416
4770,0.262264
4771,0.268916
4772,0.266555
4773,0.267756
4774,0.273775
4775,0.265131
4776,0.268844
4777,0.259158
4778,0.269569
4779,0.260724
4780,0.271339
4781,0.266053
4782,0.266834
4783,0.261760
4784,0.269022
4785,0.269592
4786,0.271417
4787,0.265929
4788,0.264829
4789,0.269158
4790,0.260543
4791,0.273429
4792,0.275250
4793,0.258085
4794,0.261994
4795,0.265693
4796,0.267932
4797,0.267459
4798,0.253856
4799,0.265889
4800,0.271250
4801,0.273068
4802,0.260100
4803,0.264834
4804,0.271440
4805,0.265140
4806,0.264045
4807,0.261494
4808,0.258111
4809,0.282595
4810,0.259875
4811,0.262316
4812,0.270989
4813,0.260752
4814,0.263814
4815,0.264798
4816,0.249792
4817,0.263027
4818,0.264218
4819,0.264578
4820,0.270124
4821,0.269239
4822,0.268976
4823,0.263322
4824,0.251658
4825,0.270674
4826,0.266680
4827,0.268490
4828,0.272577
4829,0.263409
4830,0.264596
4831,0.260195
4832,0.266349
4833,0.261328
4834,0.276169
4835,0.262875
4836,0.267370
4837,0.286748
4838,0.254237
4839,0.267411
4840,0.259917
4841,0.261516
4842,0.257745
4843,0.257072
4844,0.267547
4845,0.272652
4846,0.273215
4847,0.271096
4848,0.255157
4849,0.270571
4850,0.273608
4851,0.264894
4852,0.271434
4853,0.268288
4854,0.264730
4855,0.273944
4856,0.260502
4857,0.269920
4858,0.273981
4859,0.264869
4860,0.274074
4861,0.263115
4862,0.273344
4863,0.250668
4864,0.266859
4865,0.268243
4866,0.259351
4867,0.264023
4868,0.262325
4869,0.262066
4870,0.265298
4871,0.269555
4872,0.253284
4873,0.270060
4874,0.262413
4875,0.272410
4876,0.274815
4877,0.263892
4878,0.262608
4879,0.264808
4880,0.266393
4881,0.252612
4882,0.272224
4883,0.272783
4884,0.279075
4885,0.263664
4886,0.259517
4887,0.266830
4888,0.263502
4889,0.266517
4890,0.269530
4891,0.283173
4892,0.273508
4893,0.273247
4894,0.263179
4895,0.261491
4896,0.266748
4897,0.273637
4898,0.264394
4899,0.260053
4900,0.260204
4901,0.261375
4902,0.268870
4903,0.264940
4904,0.260196
4905,0.253619
4906,0.266408
4907,0.263909
4908,0.273024
4909,0.261153
4910,0.269450
4911,0.256363
4912,0.261401
4913,0.258701
4914,0.263126
4915,0.270600
4916,0.273596
4917,0.263169
4918,0.261488
4919,0.260419
4920,0.273780
4921,0.273522
4922,0.276107
4923,0.265895
4924,0.268075
4925,0.268426
4926,0.258831
4927,0.278872
4928,0.257102
4929,0.257456
4930,0.264706
4931,0.272967
4932,0.264396
4933,0.260693
4934,0.267126
4935,0.265856
4936,0.261953
4937,0.272433
4938,0.272985
4939,0.265033
4940,0.265789
4941,0.271403
4942,0.261837
4943,0.271495
4944,0.261529
4945,0.270172
4946,0.277194
4947,0.272286
4948,0.272838
4949,0.261871
4950,0.261616
4951,0.270046
4952,0.268578
4953,0.268120
4954,0.259386
4955,0.265187
4956,0.269572
4957,0.268711
4958,0.269867
4959,0.262956
4960,0.273387
4961,0.274743
4962,0.278920
4963,0.259117
4964,0.273771
4965,0.268077
4966,0.253725
4967,0.261727
4968,0.270330
4969,0.267861
4970,0.269215
4971,0.272782
4972,0.271722
4973,0.269656
4974,0.255529
4975,0.260905
4976,0.253014
4977,0.272855
4978,0.272399
4979,0.263105
4980,0.271486
4981,0.260189
4982,0.260939
4983,0.262693
4984,0.259631
4985,0.262788
4986,0.256117
4987,0.264889
4988,0.262430
4989,0.266987
4990,0.268136
4991,0.274093
4992,0.268630
4993,0.272982
4994,0.263516
4995,0.254454
4996,0.265612
4997,0.268361
4998,0.265106
4999,0.266053
5000,0.267400
5001,0.263547
5002,0.276489
5003,0.272636
5004,0.259392
5005,0.259940
5006,0.283460
5007,0.271819
5008,0.257987
5009,0.251547
5010,0.260080
5011,0.272002
5012,0.270750
5013,0.266108
5014,0.271839
5015,0.268395
5016,0.263357
5017,0.274467
5018,0.258470
5019,0.272166
5020,0.264143
5021,0.265684
5022,0.271207
5023,0.266176
5024,0.258161
5025,0.270448
5026,0.256267
5027,0.267157
5028,0.280827
5029,0.258302
5030,0.267594
5031,0.261181
5032,0.261526
5033,0.265448
5034,0.253278
5035,0.267130
5036,0.266481
5037,0.272980
5038,0.264788
5039,0.269895
5040,0.266468
5041,0.268994
5042,0.270131
5043,0.267500
5044,0.279540
5045,0.258870
5046,0.267935
5047,0.257579
5048,0.274168
5049,0.270351
5050,0.275842
5051,0.259157
5052,0.269002
5053,0.265981
5054,0.261575
5055,0.266864
5056,0.266812
5057,0.263002
5058,0.258600
5059,0.271793
5060,0.281818
5061,0.259435
5062,0.269656
5063,0.264863
5064,0.269550
5065,0.265350
5066,0.265890
5067,0.276890
5068,0.264601
5069,0.263168
5070,0.269034
5071,0.277854
5072,0.266759
5073,0.260004
5074,0.251084
5075,0.262660
5076,0.268519
5077,0.267087
5078,0.247145
5079,0.274267
5080,0.267520
5081,0.259988
5082,0.265447
5083,0.266181
5084,0.256884
5085,0.263520
5086,0.263862
5087,0.266955
5088,0.262972
5089,0.282374
5090,0.264440
5091,0.265370
5092,0.251767
5093,0.267622
5094,0.261091
5095,0.261433
5096,0.261381
5097,0.276830
5098,0.254021
5099,0.262797
5100,0.274118
5101,0.269947
5102,0.269306
5103,0.258671
5104,0.262539
5105,0.276004
5106,0.262241
5107,0.266693
5108,0.270752
5109,0.276962
5110,0.265949
5111,0.265897
5112,0.262128
5113,0.260708
5114,0.264177
5115,0.263148
5116,0.266028
5117,0.284151
5118,0.265338
5119,0.268412
5120,0.261719
5121,0.280219
5122,0.261617
5123,0.268007
5124,0.260343
5125,0.251707
5126,0.277799
5127,0.276380
5128,0.264431
5129,0.277442
5130,0.256725
5131,0.278893
5132,0.265394
5133,0.271966
5134,0.262758
5135,0.256475
5136,0.265771
5137,0.273311
5138,0.268976
5139,0.256665
5140,0.263230
5141,0.251118
5142,0.264294
5143,0.266965
5144,0.268857
5145,0.260641
5146,0.254178
5147,0.271032
5148,0.265734
5149,0.269955
5150,0.262913
5151,0.261503
5152,0.260481
5153,0.263148
5154,0.255918
5155,0.264210
5156,0.261831
5157,0.266822
5158,0.264831
5159,0.261872
5160,0.263953
5161,0.258865
5162,0.262495
5163,0.272516
5164,0.273044
5165,0.264279
5166,0.269261
5167,0.259725
5168,0.262771
5169,0.267557
5170,0.265377
5171,0.268420
5172,0.256381
5173,0.263097
5174,0.262273
5175,0.251401
5176,0.270866
5177,0.247441
5178,0.257822
5179,0.270902
5180,0.262741
5181,0.260953
5182,0.266113
5183,0.265869
5184,0.276813
5185,0.257088
5186,0.269572
5187,0.259880
5188,0.267540
5189,0.272307
5190,0.272447
5191,0.269120
5192,0.265794
5193,0.277104
5194,0.268002
5195,0.261213
5196,0.268476
5197,0.259573
5198,0.261062
5199,0.271591
5200,0.264231
5201,0.264757
5202,0.266244
5203,0.276956
5204,0.253843
5205,0.261864
5206,0.265655
5207,0.265220
5208,0.265361
5209,0.264350
5210,0.265835
5211,0.275763
5212,0.267268
5213,0.266066
5214,0.267357
5215,0.267689
5216,0.281058
5217,0.270654
5218,0.265619
5219,0.266143
5220,0.270307
5221,0.264509
5222,0.257181
5223,0.255217
5224,0.262060
5225,0.279809
5226,0.265404
5227,0.269179
5228,0.272953
5229,0.269076
5230,0.264245
5231,0.277385
5232,0.271407
5233,0.267342
5234,0.268628
5235,0.269532
5236,0.267189
5237,0.256254
5238,0.259259
5239,0.264363
5240,0.267557
5241,0.264644
5242,0.263258
5243,0.261110
5244,0.259725
5245,0.261010
5246,0.272970
5247,0.258052
5248,0.263720
5249,0.271480
5250,0.262286
5251,0.276328
5252,0.260853
5253,0.262707
5254,0.266273
5255,0.270219
5256,0.263508
5257,0.270687
5258,0.263789
5259,0.269633
5260,0.273194
5261,0.256035
5262,0.271190
5263,0.281208
5264,0.260258
5265,0.257550
5266,0.257311
5267,0.265426
5268,0.258922
5269,0.273486
5270,0.276471
5271,0.267501
5272,0.268778
5273,0.267969
5274,0.265074
5275,0.267109
5276,0.262699
5277,0.264355
5278,0.265063
5279,0.265012
5280,0.272348
5281,0.276463
5282,0.265240
5283,0.268219
5284,0.265329
5285,0.273226
5286,0.262580
5287,0.254398
5288,0.264372
5289,0.259217
5290,0.259924
5291,0.278019
5292,0.267574
5293,0.269979
5294,0.269550
5295,0.271199
5296,0.270582
5297,0.270530
5298,0.268781
5299,0.266654
5300,0.259245
5301,0.267308
5302,0.258016
5303,0.261927
5304,0.262255
5305,0.268049
5306,0.269318
5307,0.270021
5308,0.262246
5309,0.263138
5310,0.270056
5311,0.258332
5312,0.264307
5313,0.265010
5314,0.251411
5315,0.263970
5316,0.269375
5317,0.268949
5318,0.258744
5319,0.262831
5320,0.262030
5321,0.272693
5322,0.270951
5323,0.264137
5324,0.260518
5325,0.263662
5326,0.269808
5327,0.266754
5328,0.268956
5329,0.268531
5330,0.259850
5331,0.266742
5332,0.264629
5333,0.272080
5334,0.265092
5335,0.261856
5336,0.268178
5337,0.272625
5338,0.265830
5339,0.264656
5340,0.262921
5341,0.269051
5342,0.270498
5343,0.258656
5344,0.268338
5345,0.260804
5346,0.268425
5347,0.268749
5348,0.271690
5349,0.275752
5350,0.271402
5351,0.258083
5352,0.271114
5353,0.271997
5354,0.258125
5355,0.270028
5356,0.268111
